url,product_id,title,price,timestamp,category,scraped
https://www.amazon.com/First-Years-Stack-Up-Cups/dp/B00005C5H4/ref=zg_bs_toys-and-games_27/135-2413319-0807734?_encoding=UTF8&psc=1&refRID=44NCX6KRMHJ499PBSHPY,B00005C5H4,,,,,
https://www.amazon.com/Crayola-Markers-Assorted-Colors-Coloring/dp/B01C64BASI/ref=zg_bs_toys-and-games_40/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B01C64BASI,"Crayola Fine Line Markers Adult Coloring Set, Gift Age 12+ - 40 Count",$12.99,1587710255.374097,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Crayola-Washable-Sidewalk-Outdoor-Exclusive/dp/B00LH1WN4W/ref=zg_bs_toys-and-games_38/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00LH1WN4W,,,1587710259.563987,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Crayola-Colored-Pre-sharpened-Coloring-Stocking/dp/B018HB2QFU/ref=zg_bs_toys-and-games_10/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B018HB2QFU,"Crayola Colored Pencils, Adult Coloring, Fun At Home Activities, 50 Count",$19.38,1587710263.896691,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/L-L-Surprise-Candylicious-Multicolor/dp/B07XSQ3BYJ/ref=zg_bs_toys-and-games_47/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B07XSQ3BYJ,"L.O.L. Surprise! O.M.G. Candylicious Fashion Doll with 20 Surprises,Multicolor",$26.88,1587710268.433438,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Melissa-Doug-Pretend-Frustration-Free-Packaging/dp/B07PBXRJ7G/ref=zg_bs_toys-and-games_43/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B07PBXRJ7G,Melissa & Doug Dust! Sweep! Mop! (Frustration Free Packaging),$25.09,1587710272.918818,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/dp/B073WMYP6M/ref=zg_bs_toys-and-games_26/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B073WMYP6M,"Aqua 4-in-1 Monterey Hammock Inflatable Pool Float, Multi-Purpose Pool Hammock (Saddle, Lounge Chair, Hammock, Drifter) Pool Chair, Portable Water Hammock, Navy/White Stripe",$15.07,1587710277.388575,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Nuby-Floating-Purple-Octopus-Interactive/dp/B083ZZSGLR/ref=zg_bs_toys-and-games_49/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B083ZZSGLR,Nuby Floating Purple Octopus with 3 Hoopla Rings Interactive Bath Toy,$6.89,1587710281.4547448,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Munchkin-17040-Fishin-Bath-Toy/dp/B01N52DUNK/ref=zg_bs_toys-and-games_48/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B01N52DUNK,Munchkin Fishin' Bath Toy,$7.73,1587710285.889804,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/LEGO-Classic-Green-Baseplate-Supplement/dp/B00NHQF65S/ref=zg_bs_toys-and-games_14/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00NHQF65S,,,1587710289.887776,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Kinetic-Sand-Beach-Kingdom-Playset/dp/B079P87RVB/ref=zg_bs_toys-and-games_41/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B079P87RVB,,,1587710289.896173,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Regal-Games-Chalk-City-Washable/dp/B071CKSMS7/ref=zg_bs_toys-and-games_4/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B071CKSMS7,,,1587710289.903906,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Melissa-Doug-Activity-Child-Safe-Scissors/dp/B00EJAEUBC/ref=zg_bs_toys-and-games_15/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00EJAEUBC,,,1587710289.909732,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Crayola-Washable-Glitter-Exclusive-Stocking/dp/B07BYWS5XW/ref=zg_bs_toys-and-games_32/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B07BYWS5XW,,,1587710289.914969,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Crayola-Outdoor-Glitter-Sidewalk-Summer/dp/B00PY47F8M/ref=zg_bs_toys-and-games_16/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00PY47F8M,,,1587710289.921014,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/First-Years-Stack-Up-Cups/dp/B00005C5H4/ref=zg_bs_toys-and-games_27/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00005C5H4,,,1587710289.9262118,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/SunWorks-Construction-Assorted-Colors-Sheets/dp/B0017OJKLI/ref=zg_bs_toys-and-games_45/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B0017OJKLI,,,1587710289.930858,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Creativity-Kids-Grow-Glow-Terrarium/dp/B00I9KDFK0/ref=zg_bs_toys-and-games_9/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00I9KDFK0,,,1587710289.936424,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Crayola-Twistables-Colored-Exclusive-Stocking/dp/B07D4RN9NH/ref=zg_bs_toys-and-games_36/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B07D4RN9NH,,,1587710289.941618,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Disney-Princess-Necklace-Activity-Set/dp/B0747ZGTTG/ref=zg_bs_toys-and-games_25/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B0747ZGTTG,,,1587710289.946303,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Creative-Roots-Stepping-Horizon-Assorted/dp/B07HSJ5R7V/ref=zg_bs_toys-and-games_50/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B07HSJ5R7V,,,1587710289.951551,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Battleship-Planes-Strategy-Amazon-Exclusive/dp/B06Y1N3PTX/ref=zg_bs_toys-and-games_22/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B06Y1N3PTX,,,1587710289.95747,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/dp/B07MNMT3M7/ref=zg_bs_toys-and-games_23/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B07MNMT3M7,,,1587710289.962267,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Crayola-Washable-Watercolors-8-ea/dp/B000HHKAE2/ref=zg_bs_toys-and-games_21/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B000HHKAE2,,,1587710289.966886,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/L-L-Surprise-Sparkle-Multicolor/dp/B07PQVRPR1/ref=zg_bs_toys-and-games_11/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B07PQVRPR1,,,1587710289.97178,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/LEGO-Classic-Medium-Creative-Brick/dp/B00NHQFA1I/ref=zg_bs_toys-and-games_19/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00NHQFA1I,,,1587710289.9772902,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Darice-Solution-Top-Works-Machines-Birthdays/dp/B07RYBB4NZ/ref=zg_bs_toys-and-games_7/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B07RYBB4NZ,,,1587710289.9820518,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Bunch-Balloons-Pack-Amazon-Exclusive/dp/B07GW2QQWN/ref=zg_bs_toys-and-games_28/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B07GW2QQWN,,,1587710289.987058,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Cards-Against-Humanity-LLC-CAHUS/dp/B004S8F7QM/ref=zg_bs_toys-and-games_13/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B004S8F7QM,,,1587710289.992195,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Crayola-Erasable-Non-Toxic-Pre-Sharpened-Gradation/dp/B000PCWKBA/ref=zg_bs_toys-and-games_20/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B000PCWKBA,,,1587710289.997542,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Chalk-Jumbo-Sidewalk-Count-colors/dp/B079WL9MXC/ref=zg_bs_toys-and-games_31/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B079WL9MXC,,,1587710290.0027132,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Hasbro-A5640-Connect-4-Game/dp/B00D8STBHY/ref=zg_bs_toys-and-games_2/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00D8STBHY,,,1587710290.007946,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Play-Doh-Modeling-Compound-Non-Toxic-Exclusive/dp/B00JM5GZGW/ref=zg_bs_toys-and-games_17/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00JM5GZGW,,,1587710290.012641,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Jenga-A2120EU4-Classic-Game/dp/B00ABA0ZOA/ref=zg_bs_toys-and-games_1/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00ABA0ZOA,,,1587710290.0175052,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Little-Tikes-Spiralin-Waterpark-Table/dp/B004INDQWY/ref=zg_bs_toys-and-games_37/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B004INDQWY,,,1587710290.022307,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Crayola-Washable-Special-Sidewalk-Anti-Roll/dp/B00PY47LHW/ref=zg_bs_toys-and-games_42/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00PY47LHW,,,1587710290.0272698,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Elmers-Liquid-Glitter-Washable-Assorted/dp/B008M56YZU/ref=zg_bs_toys-and-games_39/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B008M56YZU,,,1587710290.032026,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Postage-Stamps-envelopes-Wayne-Global/dp/B081J497K2/ref=zg_bs_toys-and-games_44/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B081J497K2,,,1587710290.037185,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Jenga-A2120EU4-Classic-Game/dp/B00ABA0ZOA/ref=zg_bs_toys-and-games_map_1/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00ABA0ZOA,,,1587710290.043119,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Melissa-Doug-Decorate-Your-Own-Butterfly-Magnets/dp/B00Y8YOVOA/ref=zg_bs_toys-and-games_12/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00Y8YOVOA,,,1587710290.048057,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/SunWorks-Construction-Paper-White-Sheets/dp/B0017OHG1O/ref=zg_bs_toys-and-games_35/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B0017OHG1O,,,1587710290.053186,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Play-Doh-A5417-Sparkle-Compound-Collection/dp/B00IGNWYNE/ref=zg_bs_toys-and-games_5/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00IGNWYNE,,,1587710290.058106,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/L-L-Surprise-Surprises-Including/dp/B07XSPCBVP/ref=zg_bs_toys-and-games_24/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B07XSPCBVP,,,1587710290.0627391,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Hasbro-B0965-Monopoly-Deal-Card/dp/B00NQQTZCO/ref=zg_bs_toys-and-games_18/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00NQQTZCO,,,1587710290.067344,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/FoxPrint-Princess-conveniently-Carrying-Foldable/dp/B0120XRWLE/ref=zg_bs_toys-and-games_34/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B0120XRWLE,,,1587710290.072461,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Step2-874600-Showers-Playset-Multi-Colored/dp/B01K1K0K6M/ref=zg_bs_toys-and-games_6/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B01K1K0K6M,,,1587710290.077852,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Taco-Cat-Goat-Cheese-Pizza/dp/B077Z1R28P/ref=zg_bs_toys-and-games_30/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B077Z1R28P,,,1587710290.082508,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Learning-Resources-Spike-Hedgehog-Sensory/dp/B078WM314M/ref=zg_bs_toys-and-games_33/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B078WM314M,,,1587710290.087896,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Crayola-Twistables-Classrooms-Preschools-Self-Sharpening/dp/B00062J99K/ref=zg_bs_toys-and-games_8/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00062J99K,,,1587710290.092733,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Insect-Lore-Butterfly-Growing-Kit/dp/B00000ISC5/ref=zg_bs_toys-and-games_3/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B00000ISC5,,,1587710290.0978198,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/ThinkFun-Zingo-Winning-Pre-Readers-Readers/dp/B01DY818JG/ref=zg_bs_toys-and-games_46/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B01DY818JG,,,1587710290.103166,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/Crayola-Crayons-Assorted-Toddler-16Count/dp/B07L6VQDSC/ref=zg_bs_toys-and-games_29/132-9403381-7063669?_encoding=UTF8&psc=1&refRID=5WHBE334RDFR5WNNK37N,B07L6VQDSC,,,1587710290.108076,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}",1.0
https://www.amazon.com/TCL-50S425-inch-Smart-Roku/dp/B07JK98NNQ/ref=zg_bs_electronics_46?_encoding=UTF8&psc=1&refRID=R1EWDW7CRXYEVDWYAP22,B07JK98NNQ,,,1587710290.113183,"{'name': 'electronics', 'url': 'https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/'}",1.0
https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/dp/B01MZEEFNX/ref=zg_bs_electronics_50?_encoding=UTF8&psc=1&refRID=R1EWDW7CRXYEVDWYAP22,B01MZEEFNX,,,1587710290.118163,"{'name': 'electronics', 'url': 'https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/'}",1.0
https://www.amazon.com/all-new-Echo/dp/B07R1CXKN7/ref=zg_bs_electronics_42?_encoding=UTF8&psc=1&refRID=R1EWDW7CRXYEVDWYAP22,B07R1CXKN7,,,1587710290.123344,"{'name': 'electronics', 'url': 'https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/'}",1.0
https://www.amazon.com/Capacitive-Stylus-Pen-Multicolor-Touchscreen/dp/B07Y8Q1V1Z/ref=zg_bs_electronics_34?_encoding=UTF8&psc=1&refRID=R1EWDW7CRXYEVDWYAP22,B07Y8Q1V1Z,,,1587710290.128908,"{'name': 'electronics', 'url': 'https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/'}",1.0
https://www.amazon.com/Introducing-Echo-Show-Compact-Charcoal/dp/B07HZLHPKP/ref=zg_bs_electronics_35?_encoding=UTF8&psc=1&refRID=R1EWDW7CRXYEVDWYAP22,B07HZLHPKP,,,1587710290.133807,"{'name': 'electronics', 'url': 'https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/'}",1.0
https://www.amazon.com/Fujifilm-INSTAX-Instant-Sheets-Cameras/dp/B06W5JYQX1/ref=zg_bs_electronics_47?_encoding=UTF8&psc=1&refRID=R1EWDW7CRXYEVDWYAP22,B06W5JYQX1,,,1587710290.139852,"{'name': 'electronics', 'url': 'https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/'}",1.0
